AUTHOR,BORN-DIED,TITLE,DATE,TECHNIQUE,LOCATION,URL,FORM,TYPE,SCHOOL,TIMEFRAME
"HEEMSKERCK, Maerten van","(b. 1498, Heemskerck, d. 1574, Haarlem)",Portrait of Pieter Bicker Gerritsz.,1529,"Oil on panel, 86 x 66 cm","Rijksmuseum, Amsterdam",https://www.wga.hu/html/h/heemsker/1/2portrai.html,painting,portrait,Dutch,1501-1550
"HEEMSKERCK, Maerten van","(b. 1498, Heemskerck, d. 1574, Haarlem)",Portrait of a Lady Spinning,c. 1531,"Oil on panel, 105 x 86 cm","Museo Thyssen-Bornemisza, Madrid",https://www.wga.hu/html/h/heemsker/1/3portrai.html,painting,portrait,Dutch,1501-1550
"HEEMSKERCK, Maerten van","(b. 1498, Heemskerck, d. 1574, Haarlem)",Family Portrait,c. 1530,"Oil on wood, 118 x 140 cm","Staatliche Museen, Kassel",https://www.wga.hu/html/h/heemsker/1/fam_port.html,painting,portrait,Dutch,1501-1550
"HEEMSKERCK, Maerten van","(b. 1498, Heemskerck, d. 1574, Haarlem)",Rest on the Flight into Egypt,c. 1530,"Oil on wood, 58 x 74 cm","National Gallery of Art, Washington",https://www.wga.hu/html/h/heemsker/1/flight_e.html,painting,religious,Dutch,1501-1550
"HEEMSKERCK, Maerten van","(b. 1498, Heemskerck, d. 1574, Haarlem)",St Luke Painting the Virgin and Child,1532,"Oil on panel, 168 x 235 cm","Frans Halsmuseum, Haarlem",https://www.wga.hu/html/h/heemsker/1/lukepain.html,painting,religious,Dutch,1501-1550
"HEEMSKERCK, Maerten van","(b. 1498, Heemskerck, d. 1574, Haarlem)",St Luke Painting the Virgin and Child (detail),1532,Oil on panel,"Frans Halsmuseum, Haarlem",https://www.wga.hu/html/h/heemsker/1/lukepaix.html,painting,religious,Dutch,1501-1550
"HEEMSKERCK, Maerten van","(b. 1498, Heemskerck, d. 1574, Haarlem)",Man of Sorrows,1525,"Oil on canvas transferred from panel, 91 x 77 cm",Private collection,https://www.wga.hu/html/h/heemsker/1/m_sorro.html,painting,religious,Dutch,1501-1550
"HEEMSKERCK, Maerten van","(b. 1498, Heemskerck, d. 1574, Haarlem)",Man of Sorrows (detail),1525,Oil on canvas transferred from panel,Private collection,https://www.wga.hu/html/h/heemsker/1/m_sorro1.html,painting,religious,Dutch,1501-1550
"HEEMSKERCK, Maerten van","(b. 1498, Heemskerck, d. 1574, Haarlem)",Man of Sorrows,1532,"Oil on panel, 84,2 x 72,5 cm","Museum voor Schone Kunsten, Ghent",https://www.wga.hu/html/h/heemsker/1/m_sorrow.html,painting,religious,Dutch,1501-1550
"HEEMSKERCK, Maerten van","(b. 1498, Heemskerck, d. 1574, Haarlem)",Triumphal Procession of Bacchus,1537-38,"Oil on panel, 56 x 107 cm","Kunsthistorisches Museum, Vienna",https://www.wga.hu/html/h/heemsker/1/ybacchus.html,painting,mythological,Dutch,1501-1550
"HEEMSKERCK, Maerten van","(b. 1498, Heemskerck, d. 1574, Haarlem)",The Belvedere Torso,1532-37,Pen and ink on paper,"Staatliche Museen, Berlin",https://www.wga.hu/html/h/heemsker/1/z_belved.html,graphics,study,Dutch,1501-1550
"HEEMSKERCK, Maerten van","(b. 1498, Heemskerck, d. 1574, Haarlem)",Sculpture Court of the Casa Sassi in Rome,1532-37,"Pen and brown ink with brown wash, 230 x 215 mm","Staatliche Museen, Berlin",https://www.wga.hu/html/h/heemsker/1/z_casasa.html,graphics,other,Dutch,1501-1550
"HEEMSKERCK, Maerten van","(b. 1498, Heemskerck, d. 1574, Haarlem)",Garden of the Casa Galli,1532-35,Engraving,"Staatliche Museen, Berlin",https://www.wga.hu/html/h/heemsker/1/z_garden.html,graphics,other,Dutch,1501-1550
"HEEMSKERCK, Maerten van","(b. 1498, Heemskerck, d. 1574, Haarlem)",Hercules of the Forum Boarium,1532-37,"Pen and brown ink, 210 x 134 mm","Staatliche Museen, Berlin",https://www.wga.hu/html/h/heemsker/1/z_hercul.html,graphics,study,Dutch,1501-1550
"HEEMSKERCK, Maerten van","(b. 1498, Heemskerck, d. 1574, Haarlem)",Last Judgment,-,"Pen and greyish-brown ink, grey wash, 413 x 578 mm","Szépmûvészeti Múzeum, Budapest",https://www.wga.hu/html/h/heemsker/1/z_lastju.html,graphics,religious,Dutch,1501-1550
"HEEMSKERCK, Maerten van","(b. 1498, Heemskerck, d. 1574, Haarlem)",Garden of the Villa Madama,1535-37,"Pen and brown ink, 136 x 211 mm","Staatliche Museen, Berlin",https://www.wga.hu/html/h/heemsker/1/z_madama.html,graphics,study,Dutch,1501-1550
"HEEMSKERCK, Maerten van","(b. 1498, Heemskerck, d. 1574, Haarlem)",Forum of Nerva,1533-35,"Drawing, 210 x 257 mm","Staatliche Museen, Berlin",https://www.wga.hu/html/h/heemsker/1/z_nerva.html,graphics,study,Dutch,1501-1550
"HEEMSKERCK, Maerten van","(b. 1498, Heemskerck, d. 1574, Haarlem)",Construction of the New St Peter's in Rome,c. 1536,"Pen drawing, 128 x 200 mm","Staatliche Museen, Berlin",https://www.wga.hu/html/h/heemsker/1/z_peter.html,graphics,other,Dutch,1501-1550
"HEEMSKERCK, Maerten van","(b. 1498, Heemskerck, d. 1574, Haarlem)",St Peter's Basilica seen from east,c. 1535,"Pen, ink on paper, 222 x 273 mm","Staatliche Museen, Berlin",https://www.wga.hu/html/h/heemsker/1/z_peter1.html,graphics,other,Dutch,1501-1550
"HEEMSKERCK, Maerten van","(b. 1498, Heemskerck, d. 1574, Haarlem)",St Peter's and the Vatican Palace,1530s,"Pen and ink, 276 x 623 mm","Graphische Sammlung Albertina, Vienna",https://www.wga.hu/html/h/heemsker/1/z_peter2.html,graphics,study,Dutch,1501-1550
"HEEMSKERCK, Maerten van","(b. 1498, Heemskerck, d. 1574, Haarlem)",Lamentation of Christ,1540-43,"Oil on wood, 78,5 x 67,5 cm","Szépmûvészeti Múzeum, Budapest",https://www.wga.hu/html/h/heemsker/2/1lamenta.html,painting,religious,Dutch,1501-1550
"HEEMSKERCK, Maerten van","(b. 1498, Heemskerck, d. 1574, Haarlem)",Venus and Cupid,1545,"Oil on wood, 108 x 158 cm","Wallraf-Richartz-Museum, Cologne",https://www.wga.hu/html/h/heemsker/2/2venus_c.html,painting,mythological,Dutch,1501-1550
"HEEMSKERCK, Maerten van","(b. 1498, Heemskerck, d. 1574, Haarlem)",Annunciation,1546,"Oil on panel, 262 x 123 cm (each wing)","Frans Halsmuseum, Haarlem",https://www.wga.hu/html/h/heemsker/2/annuncia.html,painting,religious,Dutch,1501-1550
"HEEMSKERCK, Maerten van","(b. 1498, Heemskerck, d. 1574, Haarlem)",The Crucifixion,1543,"Oil on panel, 334 x 270 cm","Museum voor Schone Kunsten, Ghent",https://www.wga.hu/html/h/heemsker/2/crucifi.html,painting,religious,Dutch,1501-1550
"HEEMSKERCK, Maerten van","(b. 1498, Heemskerck, d. 1574, Haarlem)",Crucifixion (Triptych),1538-42,"Oil on wood, 101 x 58 cm (central panel), 101 x 28 cm (wings)","The Hermitage, St. Petersburg",https://www.wga.hu/html/h/heemsker/2/crucifix.html,painting,religious,Dutch,1501-1550
"HEEMSKERCK, Maerten van","(b. 1498, Heemskerck, d. 1574, Haarlem)",Crucifixion,1538-42,"Oil on canvas mounted on panel, 101 x 58 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/h/heemsker/2/crucifiy.html,painting,religious,Dutch,1501-1550
"HEEMSKERCK, Maerten van","(b. 1498, Heemskerck, d. 1574, Haarlem)",Crucifixion (detail),1538-42,Oil on wood,"The Hermitage, St. Petersburg",https://www.wga.hu/html/h/heemsker/2/crucifiz.html,painting,religious,Dutch,1501-1550
"HEEMSKERCK, Maerten van","(b. 1498, Heemskerck, d. 1574, Haarlem)",Ecce Homo Triptych,1559-60,"Panel, 219 x 150 cm (central panel)","Frans Halsmuseum, Haarlem",https://www.wga.hu/html/h/heemsker/2/eccehomo.html,painting,religious,Dutch,1501-1550
"HEEMSKERCK, Maerten van","(b. 1498, Heemskerck, d. 1574, Haarlem)",Triptych of the Entombment,1559-60,"Oil on oak, 220 x 149 cm (centre), 219 x 66 cm (wings)","Musées Royaux des Beaux-Arts, Brussels",https://www.wga.hu/html/h/heemsker/2/entombm1.html,painting,religious,Dutch,1501-1550
"HEEMSKERCK, Maerten van","(b. 1498, Heemskerck, d. 1574, Haarlem)",Triptych of the Entombment (closed),1559-60,"Oil on oak, 219 x 66 cm (each wing)","Musées Royaux des Beaux-Arts, Brussels",https://www.wga.hu/html/h/heemsker/2/entombm2.html,painting,religious,Dutch,1501-1550
"HEEMSKERCK, Maerten van","(b. 1498, Heemskerck, d. 1574, Haarlem)",Lamentation on the Dead Christ,1566,"Oil on wood, 140 x 196 cm","Stedelijk Museum Het Prinsenhof, Delft",https://www.wga.hu/html/h/heemsker/2/lamentax.html,painting,religious,Dutch,1501-1550
"HEEMSKERCK, Maerten van","(b. 1498, Heemskerck, d. 1574, Haarlem)",St Luke Painting the Virgin,1550-53,"Oil on canvas, 206 x 144 cm","Musée des Beaux-Arts, Rennes",https://www.wga.hu/html/h/heemsker/2/luke_pai.html,painting,religious,Dutch,1501-1550
"HEEMSKERCK, Maerten van","(b. 1498, Heemskerck, d. 1574, Haarlem)",Momus Criticizes the Gods' Creations,1561,"Oil on oak, 120 x 174 cm","Staatliche Museen, Berlin",https://www.wga.hu/html/h/heemsker/2/momuscri.html,painting,mythological,Dutch,1501-1550
"HEEMSKERCK, Maerten van","(b. 1498, Heemskerck, d. 1574, Haarlem)",Self-Portrait in Rome with the Colosseum,1553,"Wood, 42 x 54 cm","Fitzwilliam Museum, Cambridge",https://www.wga.hu/html/h/heemsker/2/selfport.html,painting,portrait,Dutch,1501-1550
"HEEMSKERCK, Maerten van","(b. 1498, Heemskerck, d. 1574, Haarlem)",Triptych,-,Oil on wood,"Cathedral, Linköping",https://www.wga.hu/html/h/heemsker/2/triptych.html,painting,religious,Dutch,1501-1550
"HEEMSKERCK, Maerten van","(b. 1498, Heemskerck, d. 1574, Haarlem)",Christ Being Crowned with Thorns,c. 1548,"Pen, brown ink and black chalk on buff paper, 255 x 204 mm","Statens Museum for Kunst, Copenhagen",https://www.wga.hu/html/h/heemsker/2/zchrist.html,graphics,religious,Dutch,1501-1550
"HEEMSKERCK, Maerten van","(b. 1498, Heemskerck, d. 1574, Haarlem)",The Unhappy Lot of the Rich,1560,"Pen in brown, 161 x 232 mm","Rijksmuseum, Amsterdam",https://www.wga.hu/html/h/heemsker/2/zlotrich.html,graphics,mythological,Dutch,1501-1550
"HEEMSKERK, Willem Jacobsz. van","(b. 1613, Leiden, d. 1693, Leiden)",Bottle,1684,"Clear, dark-green glass, silver, height 22 cm","Rijksmuseum, Amsterdam",https://www.wga.hu/html/h/heemskex/bottle.html,glassware,other,Dutch,1651-1700
"HEEMSKERK, Willem Jacobsz. van","(b. 1613, Leiden, d. 1693, Leiden)",Dish,1685,"Clear glass with diamond-point engraving, diameter 32 cm","Rijksmuseum, Amsterdam",https://www.wga.hu/html/h/heemskex/dish.html,glassware,other,Dutch,1651-1700
"HEEREMANS, Thomas","(b. ca. 1640, Haarlem, d. 1694, Haarlem)",River Landscape,1685,"Oil on canvas, 87 x 110 cm",Private collection,https://www.wga.hu/html/h/heereman/river_la.html,painting,landscape,Dutch,1651-1700
"HEEREMANS, Thomas","(b. ca. 1640, Haarlem, d. 1694, Haarlem)",River Landscape,1691,"Oil on canvas, 102 x 143 cm",Private collection,https://www.wga.hu/html/h/heereman/riverlan.html,painting,landscape,Dutch,1651-1700
"HEEREMANS, Thomas","(b. ca. 1640, Haarlem, d. 1694, Haarlem)",River Landscape,-,"Oil on canvas, 61 x 52 cm",Private collection,https://www.wga.hu/html/h/heereman/riverlax.html,painting,landscape,Dutch,1651-1700
"HEEREMANS, Thomas","(b. ca. 1640, Haarlem, d. 1694, Haarlem)",View of Leiden,1674,"Oil on panel, 40 x 47 cm",Private collection,https://www.wga.hu/html/h/heereman/viewleid.html,painting,landscape,Dutch,1651-1700
"HEEREMANS, Thomas","(b. ca. 1640, Haarlem, d. 1694, Haarlem)",Village Street,1660s,"Oil on wood, 47 x 64 cm",Private collection,https://www.wga.hu/html/h/heereman/village.html,painting,landscape,Dutch,1651-1700
"HEEREMANS, Thomas","(b. ca. 1640, Haarlem, d. 1694, Haarlem)",Winter Landscape,-,"Oil on canvas, 91 x 115 cm",Private collection,https://www.wga.hu/html/h/heereman/winterla.html,painting,landscape,Dutch,1651-1700
"HEERMANN, Paul","(b. 1673, Weigmannsdorf, d. 1732, Dresden)",King Augustus II of Poland,c. 1718,"White marble, height 74 cm (without pedestal)","Gemäldegalerie, Dresden",https://www.wga.hu/html/h/heermann/a_strong.html,sculpture,portrait,German,1701-1750
"HEFELE, Melchior","(b. 1716, Kaltenbrunn, d. 1794, Szombathely)",Exterior view,1791-1817,Photo,"Cathedral, Szombathely",https://www.wga.hu/html/h/hefele/cathedra.html,architecture,other,Austrian,1751-1800
"HEFELE, Melchior","(b. 1716, Kaltenbrunn, d. 1794, Szombathely)",Exterior view,1771,Photo,"Episcopal Palace, Szombathely",https://www.wga.hu/html/h/hefele/palace.html,architecture,other,Austrian,1751-1800
"HEFELE, Melchior","(b. 1716, Kaltenbrunn, d. 1794, Szombathely)",Exterior view,c. 1770,Photo,"New Episcopal Residence, Passau",https://www.wga.hu/html/h/hefele/portal.html,architecture,other,Austrian,1751-1800
"HEFELE, Melchior","(b. 1716, Kaltenbrunn, d. 1794, Szombathely)",Exterior view,1778-81,Photo,"Primate's Palace, Bratislava",https://www.wga.hu/html/h/hefele/primate.html,architecture,other,Austrian,1751-1800
"HEIDELOFF, Josef","(b. 1743, Mainz, d. 1830, Wien)",View from the Prater towards the Suburbs of Vienna,1781,"Oil on canvas, 83 x 135 cm","Akademie der bildenden Künste, Vienna",https://www.wga.hu/html/h/heidelof/viewwien.html,painting,landscape,German,1751-1800
"HEIL, Daniel van","(b. 1604, Bruxelles, d. 1662, Bruxelles)",Fall of Troy,-,"Oil on panel, 42 x 71 cm",Private collection,https://www.wga.hu/html/h/heil/fall_tro.html,painting,historical,Flemish,1601-1650
"HEIL, Daniel van","(b. 1604, Bruxelles, d. 1662, Bruxelles)",Fall of Troy,-,"Oil on panel, 62 x 87 cm",Private collection,https://www.wga.hu/html/h/heil/falltroy.html,painting,historical,Flemish,1601-1650
"HEIL, Daniel van","(b. 1604, Bruxelles, d. 1662, Bruxelles)",Winter Landscape,-,"Oil on panel,25 x 35 cm",Private collection,https://www.wga.hu/html/h/heil/winterla.html,painting,landscape,Flemish,1601-1650
"HEIM, François-Joseph","(b. 1787, Belfort, d. 1865, Paris)",Charles V Distributing Awards to the Artists at the Close of the Salon of 1824,1827,"Oil on canvas, 173 x 256 cm","Musée du Louvre, Paris",https://www.wga.hu/html/h/heim/awards.html,painting,historical,French,1801-1850
"HEIM, François-Joseph","(b. 1787, Belfort, d. 1865, Paris)","Louis-Philippe Opening the Galerie des Batailles, 10 June 1837",1837,"Oil on canvas, 34 x 47 cm","Musée National du Château, Versailles",https://www.wga.hu/html/h/heim/opening.html,painting,historical,French,1801-1850
"HEIM, François-Joseph","(b. 1787, Belfort, d. 1865, Paris)",Presentation in the Temple,c. 1836,"Oil on paper laid on canvas, 27 x 52 cm",Private collection,https://www.wga.hu/html/h/heim/prestemp.html,painting,religious,French,1801-1850
"HEIMBACH, Wolfgang","(b. ca. 1615, Ovelgönne, d. after 1678)",Winter Landscape with Skaters on a River,-,"Oil on canvas, 82 x 115 cm",Private collection,https://www.wga.hu/html/h/heimbach/winterla.html,painting,landscape,German,1601-1650
"HEINE, Thomas Theodor","(b. 1867, Leipzig, d. 1948, Stockholm)",The Angler,1892,"Oil on canvas, 61 x 102 cm","Lenbachhaus, Munich",https://www.wga.hu/html/h/heine/angler.html,painting,other,German,1851-1900
"HEINE, Thomas Theodor","(b. 1867, Leipzig, d. 1948, Stockholm)",The Freedom of Science,1900,"Indian ink, opaque white, watercolour, tempera on cardboard","Lenbachhaus, Munich",https://www.wga.hu/html/h/heine/drawing1.html,painting,other,German,1851-1900
"HEINE, Thomas Theodor","(b. 1867, Leipzig, d. 1948, Stockholm)",The solution to the social question,1898,"Indian ink, opaque white, gouache on yellowish cardboard, 43 x 31 cm","Lenbachhaus, Munich",https://www.wga.hu/html/h/heine/drawing2.html,painting,other,German,1851-1900
"HEINE, Thomas Theodor","(b. 1867, Leipzig, d. 1948, Stockholm)",Poster for Simplicissimus,1896,"Colour lithograph, 79 x 59 cm","Deutsche Nationalbibliothek, Leipzig",https://www.wga.hu/html/h/heine/simplic1.html,graphics,other,German,1851-1900
"HEINE, Thomas Theodor","(b. 1867, Leipzig, d. 1948, Stockholm)",Simplicissimus,1897,"Colour lithograph, 87 x 60 cm","Münchner Stadtmuseum, Munich",https://www.wga.hu/html/h/heine/simplic2.html,graphics,other,German,1851-1900
"HEINE, Thomas Theodor","(b. 1867, Leipzig, d. 1948, Stockholm)",The Devil,c. 1902,"Bronze, height 40 cm","Lenbachhaus, Munich",https://www.wga.hu/html/h/heine/thedevil.html,sculpture,other,German,1851-1900
"HEINTZ, Joseph the Elder","(b. 1564, Basel, d. 1609, Praha)",Adonis Parting from Venus,-,"Copperplate, 40 x 31 cm","Kunsthistorisches Museum, Vienna",https://www.wga.hu/html/h/heintz/joseph_e/adonis.html,painting,mythological,Swiss,1551-1600
"HEINTZ, Joseph the Elder","(b. 1564, Basel, d. 1609, Praha)",Dancing Couple with a Viola da Gamba,-,"Oil on canvas, 105 x 81 cm",Private collection,https://www.wga.hu/html/h/heintz/joseph_e/dancing.html,painting,genre,Swiss,1551-1600
"HEINTZ, Joseph the Elder","(b. 1564, Basel, d. 1609, Praha)",Diana and Actaeon,1590s,"Oil on copperplate, 40 x 49 cm","Kunsthistorisches Museum, Vienna",https://www.wga.hu/html/h/heintz/joseph_e/diana_ac.html,painting,mythological,Swiss,1551-1600
"HEINTZ, Joseph the Elder","(b. 1564, Basel, d. 1609, Praha)","Konstanze von Habsburg, Archduchess of Central Austria",1604,"Oil on canvas, 206 x 127 cm","The Clark Art Institute, Williamstown",https://www.wga.hu/html/h/heintz/joseph_e/konstanz.html,painting,portrait,Swiss,1551-1600
"HEINTZ, Joseph the Elder","(b. 1564, Basel, d. 1609, Praha)",The Fall of Phaethon,1596,"Oil on wood, 122,5 x 66,5 cm","Museum der Bildenden Künste, Leipzig",https://www.wga.hu/html/h/heintz/joseph_e/phaeton.html,painting,mythological,Swiss,1551-1600
"HEINTZ, Joseph the Elder","(b. 1564, Basel, d. 1609, Praha)",The Rape of Proserpina,1598-1605,"Oil on copperplate, 63 x 94 cm","Gemaldegalerie, Dresden",https://www.wga.hu/html/h/heintz/joseph_e/proserpi.html,painting,mythological,Swiss,1551-1600
"HEINTZ, Joseph the Younger","(b. ca. 1600, Augsburg, d. ca. 1678, Venezia)",The Bull Hunt in Campo San Polo,1648,"Oil on canvas, 115 x 205 cm","Museo Correr, Venice",https://www.wga.hu/html/h/heintz/joseph_y/bullhunt.html,painting,historical,Swiss,1601-1650
"HEINTZ, Joseph the Younger","(b. ca. 1600, Augsburg, d. ca. 1678, Venezia)",Procession for the Feast of the Redeemer,1648-50,"Oil on canvas, 115 x 205 cm","Museo Correr, Venice",https://www.wga.hu/html/h/heintz/joseph_y/feast.html,painting,historical,Swiss,1601-1650
"HEINTZ, Joseph the Younger","(b. ca. 1600, Augsburg, d. ca. 1678, Venezia)",View of an Imaginary Port,-,"Oil on canvas, 94 x 183 cm",Private collection,https://www.wga.hu/html/h/heintz/joseph_y/imagport.html,painting,landscape,Swiss,1601-1650
"HEINTZ, Joseph the Younger","(b. ca. 1600, Augsburg, d. ca. 1678, Venezia)",St Anthony of Padua: The Miracle of the Mule,-,Oil on canvas,"Basilica dei Santi Giovanni e Paolo, Venice",https://www.wga.hu/html/h/heintz/joseph_y/miracle.html,painting,religious,Swiss,1601-1650
"HEINTZ, Joseph the Younger","(b. ca. 1600, Augsburg, d. ca. 1678, Venezia)",Prospective plan of Venice,1648-50,"Oil on canvas, 171 x 269 cm","Museo Correr, Venice",https://www.wga.hu/html/h/heintz/joseph_y/planveni.html,painting,other,Swiss,1601-1650
"HEINTZ, Joseph the Younger","(b. ca. 1600, Augsburg, d. ca. 1678, Venezia)",Imaginary Scene with Venetian Buildings,1670-75,"Oil on canvas, 180 x 282 cm","Palazzo Albrizzi, Venice",https://www.wga.hu/html/h/heintz/joseph_y/scene.html,painting,landscape,Swiss,1601-1650
"HEISS, Johann","(b. 1640, Memmingen, d. 1704, Augsburg)",Allegory of Winter,1665,"Oil on copper, 29 x 37 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/h/heiss/allegory.html,painting,mythological,German,1651-1700
"HEISS, Johann","(b. 1640, Memmingen, d. 1704, Augsburg)",The Holy Kinship,-,"Oil on canvas, 83 x 59 cm",Private collection,https://www.wga.hu/html/h/heiss/kinship.html,painting,religious,German,1651-1700
"HEISS, Johann","(b. 1640, Memmingen, d. 1704, Augsburg)",The Continence of Scipio,1700,"Oil on canvas, 130 x 196 cm",Private collection,https://www.wga.hu/html/h/heiss/scipio.html,painting,historical,German,1651-1700
"HEISS, Johann","(b. 1640, Memmingen, d. 1704, Augsburg)",Vulcan Surprising Venus and Mars in Bed before an Assembly of the Gods,1679,"Oil on canvas, 135 x 197 cm",Private collection,https://www.wga.hu/html/h/heiss/vulcanve.html,painting,mythological,German,1651-1700
"HELLEU, Paul-César","(b. 1859, Vannes, d. 1927, Paris)",Portrait of Mrs Helleu with an Umbrella,1899,"Oil on canvas, 81 x 65 cm",Private collection,https://www.wga.hu/html/h/helleu/umbrella.html,painting,portrait,French,1851-1900
"HELMAN, Isidore-Stanislaus-Henri","(b. 1743, Lille, d. ca. 1806, Paris)",The Fountain of Youth,1793,"Copper engraving, 355 x 460 mm","Kunsthalle, Hamburg",https://www.wga.hu/html/h/helman/fountain.html,graphics,mythological,French,1751-1800
"HELMONT, Mattheus van","(b. 1623, Antwerpen, d. ca. 1679, Bruxelles)",Liberation of St Peter,1650s,"Oil on panel, 62 x 83 cm",Private collection,https://www.wga.hu/html/h/helmont/liberati.html,painting,religious,Flemish,1651-1700
"HELMONT, Zeger Jacob van","(b. 1683, Antwerpen, d. 1726, Brussel)",Portrait of Jacques Ignace de Roore,1722,"Oil on canvas, 102 x 83 cm","Musée des Beaux-Arts, Valenciennes",https://www.wga.hu/html/h/helmont1/de_roore.html,painting,portrait,Flemish,1701-1750
"HELMONT, Zeger Jacob van","(b. 1683, Antwerpen, d. 1726, Brussel)",The Fish Quay,1729,"Tapestry, 336 x 260 cm","Rijksmuseum, Amsterdam",https://www.wga.hu/html/h/helmont1/tapestry.html,tapestry,genre,Flemish,1701-1750
"HELST, Bartholomeus van der","(b. 1613, Haarlem, d. 1670, Amsterdam)","Celebration of the Peace of Münster, 1648, at the Crossbowmen's Headquarters",1648,"Oil on canvas, 232 x 547 cm","Rijksmuseum, Amsterdam",https://www.wga.hu/html/h/helst/celebrat.html,painting,historical,Dutch,1601-1650
"HELST, Bartholomeus van der","(b. 1613, Haarlem, d. 1670, Amsterdam)","Celebration of the Peace of Münster, 1648, at the Crossbowmen's Headquarters (detail)",1648,Oil on canvas,"Rijksmuseum, Amsterdam",https://www.wga.hu/html/h/helst/celebrax.html,painting,historical,Dutch,1601-1650
"HELST, Bartholomeus van der","(b. 1613, Haarlem, d. 1670, Amsterdam)",Abraham del Court and Maria de Keersegieter,1654,Oil on canvas,"Museum Boijmans Van Beuningen, Rotterdam",https://www.wga.hu/html/h/helst/delcourt.html,painting,portrait,Dutch,1601-1650
"HELST, Bartholomeus van der","(b. 1613, Haarlem, d. 1670, Amsterdam)",Pieter Lucaszn van de Venne with Anna de Carpentier and Child,1652,"Oil on canvas, 188 x 227 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/h/helst/family.html,painting,portrait,Dutch,1601-1650
"HELST, Bartholomeus van der","(b. 1613, Haarlem, d. 1670, Amsterdam)",Portrait of a Family,1647,"Oil on canvas, 235 x 345 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/h/helst/family1.html,painting,portrait,Dutch,1601-1650
"HELST, Bartholomeus van der","(b. 1613, Haarlem, d. 1670, Amsterdam)",The Reepmaker Family of Amsterdam,1669,"Oil on canvas, 190 x 145 cm","Musée du Louvre, Paris",https://www.wga.hu/html/h/helst/family2.html,painting,portrait,Dutch,1601-1650
"HELST, Bartholomeus van der","(b. 1613, Haarlem, d. 1670, Amsterdam)",Anna du Pire as Granida,1660,"Oil on canvaas, 70 x 58,5 cm","Národní Galerie, Prague",https://www.wga.hu/html/h/helst/granida.html,painting,portrait,Dutch,1601-1650
"HELST, Bartholomeus van der","(b. 1613, Haarlem, d. 1670, Amsterdam)",The Musician,1662,"Oil on canvas, 118 x 111 cm","Metropolitan Museum of Art, New York",https://www.wga.hu/html/h/helst/musician.html,painting,genre,Dutch,1601-1650
"HELST, Bartholomeus van der","(b. 1613, Haarlem, d. 1670, Amsterdam)",Portrait of Gideon de Wildt,1657,"Oil on canvas, 136 x 119 cm","Szépmûvészeti Múzeum, Budapest",https://www.wga.hu/html/h/helst/p_wildt.html,painting,portrait,Dutch,1601-1650
"HELST, Bartholomeus van der","(b. 1613, Haarlem, d. 1670, Amsterdam)",Portrait of a Man,1647,"Oil on wood, 67 x 55 cm","Metropolitan Museum of Art, New York",https://www.wga.hu/html/h/helst/port_man.html,painting,portrait,Dutch,1601-1650
"HELST, Bartholomeus van der","(b. 1613, Haarlem, d. 1670, Amsterdam)",Portrait of a Lady,1654,"Oil on canvas, 84 x 64 cm",Private collection,https://www.wga.hu/html/h/helst/portlady.html,painting,portrait,Dutch,1601-1650
"HELST, Bartholomeus van der","(b. 1613, Haarlem, d. 1670, Amsterdam)",Portrait of a Gentleman,1655,"Oil on canvas, 112 x 96 cm",Private collection,https://www.wga.hu/html/h/helst/portrai1.html,painting,portrait,Dutch,1601-1650
"HELST, Bartholomeus van der","(b. 1613, Haarlem, d. 1670, Amsterdam)",Portrait of a Lady,1655,"Oil on canvas, 112 x 96 cm",Private collection,https://www.wga.hu/html/h/helst/portrai2.html,painting,portrait,Dutch,1601-1650
"HELST, Bartholomeus van der","(b. 1613, Haarlem, d. 1670, Amsterdam)",Regents of the Walloon Orphanage,1637,Oil on canvas,"Maison Descartes, Amsterdam",https://www.wga.hu/html/h/helst/regents.html,painting,portrait,Dutch,1601-1650
"HELST, Bartholomeus van der","(b. 1613, Haarlem, d. 1670, Amsterdam)",Self-portrait,1655,Oil on canvas,"Toledo Museum of Art, Toledo, Ohio",https://www.wga.hu/html/h/helst/selfport.html,painting,portrait,Dutch,1601-1650
"HELT STOCKADE, Nicolaes van","(b. 1614, Nijmegen, d. 1669, Amsterdam)",Portrait of Two Children,-,"Oil on canvas, 150 x 182 cm",Private collection,https://www.wga.hu/html/h/helt_sto/2children.html,painting,portrait,Dutch,1601-1650
"HELT STOCKADE, Nicolaes van","(b. 1614, Nijmegen, d. 1669, Amsterdam)",Self-Portrait with Family,1640s,"Oil on canvas, 220 x 269 cm","Muzeum Narodowe, Warsaw",https://www.wga.hu/html/h/helt_sto/family.html,painting,portrait,Dutch,1601-1650
"HELT STOCKADE, Nicolaes van","(b. 1614, Nijmegen, d. 1669, Amsterdam)",King Tarquin and the Cumaean Sibyl,c. 1650,"Oil on canvas, 101 x 83 cm",Private collection,https://www.wga.hu/html/h/helt_sto/tarquin.html,painting,mythological,Dutch,1601-1650
