AUTHOR,BORN-DIED,TITLE,DATE,TECHNIQUE,LOCATION,URL,FORM,TYPE,SCHOOL,TIMEFRAME
"HEMESSEN, Catharina van","(b. 1528, Antwerpen, d. ca. 1587, Antwerpen)",Self-Portrait,1548,"Oil on panel, 32 x 25 cm","Öffentliche Kunstsammlung, Basel",https://www.wga.hu/html/h/hemessen/caterina/selfport.html,painting,portrait,Flemish,1551-1600
"HEMESSEN, Jan Sanders van","(b. ca. 1500, Hemishem, d. 1556, Haarlem)",Allegorical Scene,c. 1550,"Oil on panel, 159 x 189 cm","Rijksmuseum, Amsterdam",https://www.wga.hu/html/h/hemessen/jan/allegory.html,painting,mythological,Flemish,1501-1550
"HEMESSEN, Jan Sanders van","(b. ca. 1500, Hemishem, d. 1556, Haarlem)",Christ Carrying the Cross,1553,"Oil on wood, 111 x 98 cm","Christian Museum, Esztergom",https://www.wga.hu/html/h/hemessen/jan/christ.html,painting,religious,Flemish,1501-1550
"HEMESSEN, Jan Sanders van","(b. ca. 1500, Hemishem, d. 1556, Haarlem)",Christ Carrying the Cross (detail),1553,Oil on wood,"Christian Museum, Esztergom",https://www.wga.hu/html/h/hemessen/jan/christ_c.html,painting,religious,Flemish,1501-1550
"HEMESSEN, Jan Sanders van","(b. ca. 1500, Hemishem, d. 1556, Haarlem)",Christ Mocked (detail),c. 1560,Oil on wood,"Musée de la Chartreuse, Douai",https://www.wga.hu/html/h/hemessen/jan/christ_m.html,painting,religious,Flemish,1501-1550
"HEMESSEN, Jan Sanders van","(b. ca. 1500, Hemishem, d. 1556, Haarlem)",Merry Company,c. 1540,"Oil on oak panel, 29 x 45 cm","Staatliche Museen, Berlin",https://www.wga.hu/html/h/hemessen/jan/company.html,painting,genre,Flemish,1501-1550
"HEMESSEN, Jan Sanders van","(b. ca. 1500, Hemishem, d. 1556, Haarlem)",The Descent from the Cross,-,Oil on canvas,"Musées Royaux des Beaux-Arts, Brussels",https://www.wga.hu/html/h/hemessen/jan/descent.html,painting,religious,Flemish,1501-1550
"HEMESSEN, Jan Sanders van","(b. ca. 1500, Hemishem, d. 1556, Haarlem)",Isaac Blessing Jacob,-,"Oil on wood, 119 x 163 cm","Szépmûvészeti Múzeum, Budapest",https://www.wga.hu/html/h/hemessen/jan/isaac.html,painting,religious,Flemish,1501-1550
"HEMESSEN, Jan Sanders van","(b. ca. 1500, Hemishem, d. 1556, Haarlem)",Judith,1540,Oil on panel,"Art Institute, Chicago",https://www.wga.hu/html/h/hemessen/jan/judith.html,painting,religious,Flemish,1501-1550
"HEMESSEN, Jan Sanders van","(b. ca. 1500, Hemishem, d. 1556, Haarlem)",The Lamentation of Christ,-,"Oil on panel, 28 x 24 cm","Rockox House, Antwerp",https://www.wga.hu/html/h/hemessen/jan/lamentat.html,painting,religious,Flemish,1501-1550
"HEMESSEN, Jan Sanders van","(b. ca. 1500, Hemishem, d. 1556, Haarlem)",Portrait of a Man,1540-45,"Oil on oak panel, 58 x 44 cm",Private collection,https://www.wga.hu/html/h/hemessen/jan/port_man.html,painting,portrait,Flemish,1501-1550
"HEMESSEN, Jan Sanders van","(b. ca. 1500, Hemishem, d. 1556, Haarlem)",The Prodigal Son,1536,"Oil on oak, 140 x 198 cm","Musées Royaux des Beaux-Arts, Brussels",https://www.wga.hu/html/h/hemessen/jan/prodigal.html,painting,religious,Flemish,1501-1550
"HEMESSEN, Jan Sanders van","(b. ca. 1500, Hemishem, d. 1556, Haarlem)",St Jerome,1548,"Oil on oak panel, 85 x 69 cm",Private collection,https://www.wga.hu/html/h/hemessen/jan/stjerom.html,painting,religious,Flemish,1501-1550
"HEMESSEN, Jan Sanders van","(b. ca. 1500, Hemishem, d. 1556, Haarlem)",St Jerome,-,"Oil on panel, 103 x 81 cm","Rockox House, Antwerp",https://www.wga.hu/html/h/hemessen/jan/stjerome.html,painting,religious,Flemish,1501-1550
"HEMESSEN, Jan Sanders van","(b. ca. 1500, Hemishem, d. 1556, Haarlem)",St Jerome,1543,"Oil on panel, 102 x 84 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/h/hemessen/jan/stjeroms.html,painting,religious,Flemish,1501-1550
"HEMESSEN, Jan Sanders van","(b. ca. 1500, Hemishem, d. 1556, Haarlem)",The Surgeon,c. 1555,"Oil on wood, 100 x 141 cm","Museo del Prado, Madrid",https://www.wga.hu/html/h/hemessen/jan/surgeon.html,painting,genre,Flemish,1501-1550
"HEMESSEN, Jan Sanders van","(b. ca. 1500, Hemishem, d. 1556, Haarlem)",Tobias Restores his Father's Sight,1555,"Oil on wood, 140 x 172 cm","Musée du Louvre, Paris",https://www.wga.hu/html/h/hemessen/jan/tobias.html,painting,religious,Flemish,1501-1550
"HEMESSEN, Jan Sanders van","(b. ca. 1500, Hemishem, d. 1556, Haarlem)",Virgin and Child,-,"Oil on oak panel, 150 x 116,5 cm","Groeninge Museum, Bruges",https://www.wga.hu/html/h/hemessen/jan/virgin_c.html,painting,religious,Flemish,1501-1550
"HEMESSEN, Jan Sanders van","(b. ca. 1500, Hemishem, d. 1556, Haarlem)",Virgin and Child beneath a Vine,1528-29,"Oil on oak panel, 87 x 68 cm",Private collection,https://www.wga.hu/html/h/hemessen/jan/virginch.html,painting,religious,Flemish,1501-1550
"HEMESSEN, Jan Sanders van","(b. ca. 1500, Hemishem, d. 1556, Haarlem)",Woman Weighing Gold,-,"Oil on oak-wood, 44 x 31 cm","Staatliche Museen, Berlin",https://www.wga.hu/html/h/hemessen/jan/weighing.html,painting,genre,Flemish,1501-1550
"HEMMEL VON ANDLAU, Peter","(active 1447, d. ca. 1501)",St Catherine (detail),c. 1470,Stained glass window,"Hessisches Landesmuseum, Darmstadt",https://www.wga.hu/html/h/hemmel/catherin.html,painting,religious,German,1451-1500
"HEMMEL VON ANDLAU, Peter","(active 1447, d. ca. 1501)",Mystic Marriage of St Catherine,c. 1481,Stained glass window,"St. Lorenz, Nuremberg",https://www.wga.hu/html/h/hemmel/mystic.html,stained-glass,religious,German,1451-1500
"HENNINGSEN, Frants Peter Diderik","(b. 1851, København, d. 1908, København)",A Funeral,1883,"Oil on canvas, 95 x 142 cm","Statens Museum for Kunst, Copenhagen",https://www.wga.hu/html/h/hennings/funeral.html,painting,genre,Danish,1851-1900
"HENRIQUES, Francisco",(active 1502-1518),Apparition of Christ to Magdalen,1513-18,"Oil on canvas, 247 x 199 cm","Museu Nacional de Arte Antiga, Lisbon",https://www.wga.hu/html/h/henrique/appariti.html,painting,religious,Portuguese,1501-1550
"HENRIQUES, Francisco",(active 1502-1518),The Last Supper,c. 1508,"Oil on canvas, 121 x 89 cm","Museu Nacional de Arte Antiga, Lisbon",https://www.wga.hu/html/h/henrique/lastsupp.html,painting,religious,Portuguese,1501-1550
"HENSTENBURGH, Herman","(b. 1667, Hoorn, d. 1726, Hoorn)",Insects,-,"Gouache and varnish on vellum, 317 x 245 mm","Musée du Louvre, Paris",https://www.wga.hu/html/h/henstenb/insects.html,graphics,study,Dutch,1701-1750
"HÉRÉ DE CORNY, Emmanuel","(b. 1705, Nancy, d. 1763, Lunéville)",Interior view,1730-47,Photo,"Saint-Jacques, Lunéville (Meurthe-et-Moselle)",https://www.wga.hu/html/h/here/lunevill.html,architecture,other,French,1701-1750
"HERIGOYEN, Emanuel Joseph von","(b. 1746, Belas, Lisboa, d. 1817, München)",Kepler Monument,1808,Photo,"Fürst-Anselm Allee, Regensburg",https://www.wga.hu/html/h/herigoye/kepler.html,architecture,other,Portuguese,1751-1800
"HERLIN, Friedrich","(b. 1430, Rothenburg, d. ca. 1500, Nördlingen)",High Altar,1466,"Oil on panel, wooden sculptures","Stadtkirche St. Jakob, Rothenburg ob der Tauber",https://www.wga.hu/html/h/herlin/altar1.html,painting,religious,German,1451-1500
"HERLIN, Friedrich","(b. 1430, Rothenburg, d. ca. 1500, Nördlingen)",High Altar,1466,"Oil on panel, wooden sculptures","Stadtkirche St. Jakob, Rothenburg ob der Tauber",https://www.wga.hu/html/h/herlin/altar2.html,painting,religious,German,1451-1500
"HERLIN, Friedrich","(b. 1430, Rothenburg, d. ca. 1500, Nördlingen)",High Altar,1466,"Oil on panel, wooden sculptures","Stadtkirche St. Jakob, Rothenburg ob der Tauber",https://www.wga.hu/html/h/herlin/altar3.html,painting,religious,German,1451-1500
"HERLIN, Friedrich","(b. 1430, Rothenburg, d. ca. 1500, Nördlingen)",Adoration of the Child,1466,Oil on panel,"Stadtkirche St. Jakob, Rothenburg ob der Tauber",https://www.wga.hu/html/h/herlin/altar4.html,painting,religious,German,1451-1500
"HERLIN, Friedrich","(b. 1430, Rothenburg, d. ca. 1500, Nördlingen)",Adoration of the Magi,1466,Oil on panel,"Stadtkirche St. Jakob, Rothenburg ob der Tauber",https://www.wga.hu/html/h/herlin/altar5.html,painting,religious,German,1451-1500
"HERLIN, Friedrich","(b. 1430, Rothenburg, d. ca. 1500, Nördlingen)",Circumcision,1466,Oil on panel,"Stadtkirche St. Jakob, Rothenburg ob der Tauber",https://www.wga.hu/html/h/herlin/altar6.html,painting,religious,German,1451-1500
"HERLIN, Friedrich","(b. 1430, Rothenburg, d. ca. 1500, Nördlingen)",Predella with the Apostles (detail),1466,Oil on panel,"Stadtkirche St. Jakob, Rothenburg ob der Tauber",https://www.wga.hu/html/h/herlin/altar7.html,painting,religious,German,1451-1500
"HERLIN, Friedrich","(b. 1430, Rothenburg, d. ca. 1500, Nördlingen)",Epitaph for Hans Genger,1468,"Oil on panel, 172 x 114 cm","Stadtmuseum, Nördlingen",https://www.wga.hu/html/h/herlin/epitaph.html,painting,religious,German,1451-1500
"HERLIN, Friedrich","(b. 1430, Rothenburg, d. ca. 1500, Nördlingen)",Family of the Founder Jakob Fuchsart,1462-65,"Wood, 89 x 66 cm","Städtisches Museum, Nördlingen",https://www.wga.hu/html/h/herlin/nordlin1.html,painting,religious,German,1451-1500
"HERLIN, Friedrich","(b. 1430, Rothenburg, d. ca. 1500, Nördlingen)",The Founder Jakob Fuchsart and his Son,1462-65,"Wood, 89 x 66 cm","Städtisches Museum, Nördlingen",https://www.wga.hu/html/h/herlin/nordlin2.html,painting,religious,German,1451-1500
"HERLIN, Friedrich","(b. 1430, Rothenburg, d. ca. 1500, Nördlingen)",Presentation of Christ in the Temple,1462,"Pinewood panel, 132 x 68 cm","Stadtmuseum, Nördlingen",https://www.wga.hu/html/h/herlin/nordlin3.html,painting,religious,German,1451-1500
"HERLIN, Friedrich","(b. 1430, Rothenburg, d. ca. 1500, Nördlingen)",St George and St Sebastian,1475-80,"Oil on panel, 75 x 34 cm (each)","Metropolitan Museum of Art, New York",https://www.wga.hu/html/h/herlin/saints.html,painting,religious,German,1451-1500
"HERLIN, Friedrich","(b. 1430, Rothenburg, d. ca. 1500, Nördlingen)",St George,1475-80,"Oil on panel, 75 x 34 cm","Metropolitan Museum of Art, New York",https://www.wga.hu/html/h/herlin/saints1.html,painting,religious,German,1451-1500
"HERLIN, Friedrich","(b. 1430, Rothenburg, d. ca. 1500, Nördlingen)",St Sebastian,1475-80,"Oil on panel, 75 x 34 cm","Metropolitan Museum of Art, New York",https://www.wga.hu/html/h/herlin/saints2.html,painting,religious,German,1451-1500
"HERNÁNDEZ ESTRADA, Jerónimo","(b. 1540, Ávila, d. 1586, Sevilla)",The Resurrected Christ,1570s,Wood,"Quinta Augustia, Seville",https://www.wga.hu/html/h/hernande/r_christ.html,sculpture,religious,Spanish,1551-1600
"HERP, Willem van, the Elder","(b. ca. 1614, Antwerpen, d. 1677, Antwerpen)",St Anthony of Padua Distributing Bread,1662,"Oil on copper, 80 x 114 cm","National Gallery, London",https://www.wga.hu/html/h/herp/anthony.html,painting,religious,Flemish,1601-1650
"HERP, Willem van, the Elder","(b. ca. 1614, Antwerpen, d. 1677, Antwerpen)",The Blind Fiddler,-,Oil on panel,"Birmingham Museum and Art Gallery, Birmingham",https://www.wga.hu/html/h/herp/fiddler.html,painting,genre,Flemish,1601-1650
"HERP, Willem van, the Elder","(b. ca. 1614, Antwerpen, d. 1677, Antwerpen)",Tavern with Merrymakers and Cardplayers,1660s,"Oil on copper, 81 x 103 cm",Private collection,https://www.wga.hu/html/h/herp/tavern.html,painting,genre,Flemish,1601-1650
"HERP, Willem van, the Elder","(b. ca. 1614, Antwerpen, d. 1677, Antwerpen)",The Visitation,1659,"Oil on canvas, 85 x 121 cm",Private collection,https://www.wga.hu/html/h/herp/visitati.html,painting,religious,Flemish,1601-1650
"HERRERA, Francisco de, the Elder","(b. ca. 1590, Sevilla, d. 1656, Madrid)",St Bonaventura Receiving the Host from the Hands of an Angel,1628,"Oil on canvas, 234 x 218 cm","Musée du Louvre, Paris",https://www.wga.hu/html/h/herrera/franci_e/bonaven.html,painting,religious,Spanish,1601-1650
"HERRERA, Francisco de, the Elder","(b. ca. 1590, Sevilla, d. 1656, Madrid)",St Bonaventure Enters the Franciscan Order,1628,"Oil on canvas, 231 x 215 cm","Museo del Prado, Madrid",https://www.wga.hu/html/h/herrera/franci_e/bonavent.html,painting,religious,Spanish,1601-1650
"HERRERA, Francisco de, the Elder","(b. ca. 1590, Sevilla, d. 1656, Madrid)",St Catherine Appearing to the Prisoners,1629,Oil on canvas,"Bob Jones University Collection, Greenville",https://www.wga.hu/html/h/herrera/franci_e/catherin.html,painting,religious,Spanish,1601-1650
"HERRERA, Francisco de, the Elder","(b. ca. 1590, Sevilla, d. 1656, Madrid)",The Holy Family,1637,"Oil on canvas, 195 x 177 cm","Museo de Bellas Artes, Bilbao",https://www.wga.hu/html/h/herrera/franci_e/holyfami.html,painting,religious,Spanish,1601-1650
"HERRERA, Francisco de, the Elder","(b. ca. 1590, Sevilla, d. 1656, Madrid)",St Joseph and the Christ Child,1648,"Oil on canvas, 116 x 112 cm","Museo Lázaro Galdiano, Madrid",https://www.wga.hu/html/h/herrera/franci_e/joseph.html,painting,religious,Spanish,1601-1650
"HERRERA, Francisco de, the Elder","(b. ca. 1590, Sevilla, d. 1656, Madrid)",St Basil Dictating His Doctrine,c. 1639,"Oil on canvas, 243 x 194 cm","Musée du Louvre, Paris",https://www.wga.hu/html/h/herrera/franci_e/st_basil.html,painting,religious,Spanish,1601-1650
"HERRERA, Francisco de, the Elder","(b. ca. 1590, Sevilla, d. 1656, Madrid)",The Visitation,c. 1650,"Oil on canvas, 86 x 62 cm",Private collection,https://www.wga.hu/html/h/herrera/franci_e/visitati.html,painting,religious,Spanish,1601-1650
"HERRERA, Francisco de, the Younger","(b. 1622, Sevilla, d. 1685, Madrid)",Stigmatisation of St Francis,1657,"Oil on canvas, 570 x 363 cm","Cathedral, Seville",https://www.wga.hu/html/h/herrera/franci_y/sfrancis.html,painting,religious,Spanish,1651-1700
"HERRERA, Francisco de, the Younger","(b. 1622, Sevilla, d. 1685, Madrid)",The Triumph of St Hermengild,1654,"Oil on canvas, 328 x 229 cm","Museo del Prado, Madrid",https://www.wga.hu/html/h/herrera/franci_y/triumph.html,painting,religious,Spanish,1651-1700
"HERRERA, Juan de","(b. 1530, Mobellán, d. 1597, Madrid)",Aerial view,1574-84,Photo,"Monasterio de San Lorenzo, El Escorial",https://www.wga.hu/html/h/herreraj/escoria1.html,architecture,other,Spanish,1551-1600
"HERRERA, Juan de","(b. 1530, Mobellán, d. 1597, Madrid)",Exterior view,1563-84,Photo,"Monasterio de San Lorenzo, El Escorial",https://www.wga.hu/html/h/herreraj/escoria2.html,architecture,other,Spanish,1551-1600
"HERRERA, Juan de","(b. 1530, Mobellán, d. 1597, Madrid)",Exterior view,1563-84,Photo,"Monasterio de San Lorenzo, El Escorial",https://www.wga.hu/html/h/herreraj/escoria3.html,architecture,other,Spanish,1551-1600
"HERRERA, Juan de","(b. 1530, Mobellán, d. 1597, Madrid)",Exterior view,1574-84,Photo,"Basilica, Monasterio de San Lorenzo, El Escorial",https://www.wga.hu/html/h/herreraj/escoria4.html,architecture,other,Spanish,1551-1600
"HERRERA, Juan de","(b. 1530, Mobellán, d. 1597, Madrid)",Exterior view,1574-84,Photo,"Basilica, Monasterio de San Lorenzo, El Escorial",https://www.wga.hu/html/h/herreraj/escoria5.html,architecture,other,Spanish,1551-1600
"HERRERA, Juan de","(b. 1530, Mobellán, d. 1597, Madrid)",Interior view,1574-84,Photo,"Basilica, Monasterio de San Lorenzo, El Escorial",https://www.wga.hu/html/h/herreraj/escoria6.html,architecture,other,Spanish,1551-1600
"HERRERA, Juan de","(b. 1530, Mobellán, d. 1597, Madrid)",Aerial view,1574-84,Photo,"Basilica, Monasterio de San Lorenzo, El Escorial",https://www.wga.hu/html/h/herreraj/escoria7.html,architecture,other,Spanish,1551-1600
"HERRERA, Juan de","(b. 1530, Mobellán, d. 1597, Madrid)",Perspective view of San Lorenzo de El Escorial,1587,Engraving,"Real Biblioteca, Madrid",https://www.wga.hu/html/h/herreraj/escoria8.html,architecture,landscape,Spanish,1551-1600
"HERRERA, Juan de","(b. 1530, Mobellán, d. 1597, Madrid)",Exterior view,after 1595,Photo,"Cathedral, Valladolid",https://www.wga.hu/html/h/herreraj/vallado1.html,architecture,other,Spanish,1551-1600
"HERRERA, Juan de","(b. 1530, Mobellán, d. 1597, Madrid)",Exterior view,after 1595,Photo,"Cathedral, Valladolid",https://www.wga.hu/html/h/herreraj/vallado2.html,architecture,other,Spanish,1551-1600
"HERRERA, Juan de","(b. 1530, Mobellán, d. 1597, Madrid)",Interior view,after 1585,Photo,"Cathedral, Valladolid",https://www.wga.hu/html/h/herreraj/vallado3.html,architecture,interior,Spanish,1551-1600
"HERREYNS, Willem","(b. 1743, Antwerpen, d. 1827, Antwerpen)",Supper at Emmaus,1808,"Oil on canvas, 310 x 240 cm","O.-L. Vrouwekathedraal, Antwerp",https://www.wga.hu/html/h/herreyns/emmaus.html,painting,religious,Flemish,1751-1800
"HERREYNS, Willem","(b. 1743, Antwerpen, d. 1827, Antwerpen)",Portrait of Artist A. C. Lens,-,"Oil on canvas, 116 x 96 cm","Koninklijk Museum voor Schone Kunsten, Antwerp",https://www.wga.hu/html/h/herreyns/portlens.html,painting,portrait,Flemish,1751-1800
"HERRING, Benjamin Jr.","(b. 1830, Doncaster, d. 1871, Doncaster)",The Steeplechase,1869,"Oil on canvas, 28 x 51 cm",Private collection,https://www.wga.hu/html/h/herring/benjamin/steeple.html,painting,other,English,1851-1900
"HERRING, Benjamin Jr.","(b. 1830, Doncaster, d. 1871, Doncaster)",Work and Play,1869,"Oil on panel, 36 x 64 cm",Private collection,https://www.wga.hu/html/h/herring/benjamin/workplay.html,painting,landscape,English,1851-1900
"HERRING, John Frederick the Elder","(b. 1795, London, d. 1863, Meopham, Kent)",Bay Middleton,-,"Oil on canvas, 36 x 48 cm",Private collection,https://www.wga.hu/html/h/herring/john_e/bayhorse.html,painting,other,English,1801-1850
"HERRING, John Frederick the Elder","(b. 1795, London, d. 1863, Meopham, Kent)","'Mameluke', the Winner of the Derby Stakes at Epsom, 1827",1827,Oil on canvas,Private collection,https://www.wga.hu/html/h/herring/john_e/horses1.html,painting,other,English,1801-1850
"HERRING, John Frederick the Elder","(b. 1795, London, d. 1863, Meopham, Kent)",Two Gentlemen with Their Hunters,1827,"Oil on canvas, 74 x 91 cm",Private collection,https://www.wga.hu/html/h/herring/john_e/horses2.html,painting,other,English,1801-1850
"HERRING, John Frederick the Elder","(b. 1795, London, d. 1863, Meopham, Kent)",Sir Mark Wood with Vespa,-,"Oil on canvas, 71 x 92 cm",Private collection,https://www.wga.hu/html/h/herring/john_e/horses3.html,painting,portrait,English,1801-1850
"HERRING, John Frederick the Younger","(b. ca. 1820, Doncaster, d. 1907, Doncaster)",Barnyard Interior,-,"Oil on canvas, 41 x 69 cm",Private collection,https://www.wga.hu/html/h/herring/john_y/barnyard.html,painting,interior,English,1851-1900
"HERRING, John Frederick the Younger","(b. ca. 1820, Doncaster, d. 1907, Doncaster)",A Corner of the Farm,-,"Oil on canvas, 36 x 51 cm",Private collection,https://www.wga.hu/html/h/herring/john_y/corner.html,painting,landscape,English,1851-1900
"HERRING, John Frederick the Younger","(b. ca. 1820, Doncaster, d. 1907, Doncaster)",A Peaceful Day in the Farmyard,-,"Oil on canvas, 36 x 61 cm",Private collection,https://www.wga.hu/html/h/herring/john_y/day_farm.html,painting,landscape,English,1851-1900
"HERRING, John Frederick the Younger","(b. ca. 1820, Doncaster, d. 1907, Doncaster)",Farmyard,-,"Oil on canvas, 30 x 46 cm",Private collection,https://www.wga.hu/html/h/herring/john_y/farmyard.html,painting,interior,English,1851-1900
"HERRING, John Frederick the Younger","(b. ca. 1820, Doncaster, d. 1907, Doncaster)",Feeding Time,-,"Oil on canvas, 36 x 51 cm",Private collection,https://www.wga.hu/html/h/herring/john_y/feeding.html,painting,landscape,English,1851-1900
"HERWIJCK, Steven van","(b. ca. 1530, Utrecht, d. ca. 1565, London)",Richard Martin (obverse) and His Wife Dorcas Eglestone (reverse),1562,"Silver, chased, cast, diameter 5,7 cm","British Museum, London",https://www.wga.hu/html/h/herwijck/medal1.html,sculpture,portrait,Netherlandish,1551-1600
"HERWIJCK, Steven van","(b. ca. 1530, Utrecht, d. ca. 1565, London)",Engelken Tols of Utrecht,1558,Bronze medal,"British Museum, London",https://www.wga.hu/html/h/herwijck/medal2.html,sculpture,portrait,Netherlandish,1551-1600
"HESIUS, Willem","(b. 1601, Antwerpen, d. 1690, Brussel)",Exterior view,1650-71,Photo,"Sint-Michielskerk, Leuven",https://www.wga.hu/html/h/hesius/leuven1.html,architecture,other,Flemish,1651-1700
